PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Cabin,Embarked,Age
638,0,2,1,1,1,26.25,0,3,31
639,0,3,0,0,5,39.6875,0,3,41
640,0,3,1,1,0,16.1,0,3,
641,0,3,1,0,0,7.8542,0,3,20
642,1,1,0,0,0,69.3,1,1,24
643,0,3,0,3,2,27.9,0,3,2
644,1,3,1,0,0,56.4958,0,3,
645,1,3,0,2,1,19.2583,0,1,0.75
646,1,1,1,1,0,76.7292,1,1,48
647,0,3,1,0,0,7.8958,0,3,19
648,1,1,1,0,0,35.5,1,1,56
649,0,3,1,0,0,7.55,0,3,
650,1,3,0,0,0,7.55,0,3,23
651,0,3,1,0,0,7.8958,0,3,
652,1,2,0,0,1,23,0,3,18
653,0,3,1,0,0,8.4333,0,3,21
654,1,3,0,0,0,7.8292,0,2,
655,0,3,0,0,0,6.75,0,2,18
656,0,2,1,2,0,73.5,0,3,24
657,0,3,1,0,0,7.8958,0,3,
658,0,3,0,1,1,15.5,0,2,32
659,0,2,1,0,0,13,0,3,23
660,0,1,1,0,2,113.275,1,1,58
661,1,1,1,2,0,133.65,0,3,50
662,0,3,1,0,0,7.225,0,1,40
663,0,1,1,0,0,25.5875,1,3,47
664,0,3,1,0,0,7.4958,0,3,36
665,1,3,1,1,0,7.925,0,3,20
666,0,2,1,2,0,73.5,0,3,32
667,0,2,1,0,0,13,0,3,25
668,0,3,1,0,0,7.775,0,3,
669,0,3,1,0,0,8.05,0,3,43
670,1,1,0,1,0,52,1,3,
671,1,2,0,1,1,39,0,3,40
672,0,1,1,1,0,52,1,3,31
673,0,2,1,0,0,10.5,0,3,70
674,1,2,1,0,0,13,0,3,31
675,0,2,1,0,0,0,0,3,
676,0,3,1,0,0,7.775,0,3,18
677,0,3,1,0,0,8.05,0,3,24.5
678,1,3,0,0,0,9.8417,0,3,18
679,0,3,0,1,6,46.9,0,3,43
680,1,1,1,0,1,512.3292,1,1,36
681,0,3,0,0,0,8.1375,0,2,
682,1,1,1,0,0,76.7292,1,1,27
683,0,3,1,0,0,9.225,0,3,20
684,0,3,1,5,2,46.9,0,3,14
685,0,2,1,1,1,39,0,3,60
686,0,2,1,1,2,41.5792,0,1,25
687,0,3,1,4,1,39.6875,0,3,14
688,0,3,1,0,0,10.1708,0,3,19
689,0,3,1,0,0,7.7958,0,3,18
690,1,1,0,0,1,211.3375,1,3,15
691,1,1,1,1,0,57,1,3,31
692,1,3,0,0,1,13.4167,0,1,4
693,1,3,1,0,0,56.4958,0,3,
694,0,3,1,0,0,7.225,0,1,25
695,0,1,1,0,0,26.55,0,3,60
696,0,2,1,0,0,13.5,0,3,52
697,0,3,1,0,0,8.05,0,3,44
698,1,3,0,0,0,7.7333,0,2,
699,0,1,1,1,1,110.8833,1,1,49
700,0,3,1,0,0,7.65,1,3,42
701,1,1,0,1,0,227.525,1,1,18
702,1,1,1,0,0,26.2875,1,3,35
703,0,3,0,0,1,14.4542,0,1,18
704,0,3,1,0,0,7.7417,0,2,25
705,0,3,1,1,0,7.8542,0,3,26
706,0,2,1,0,0,26,0,3,39
707,1,2,0,0,0,13.5,0,3,45
708,1,1,1,0,0,26.2875,1,3,42
709,1,1,0,0,0,151.55,0,3,22
710,1,3,1,1,1,15.2458,0,1,
711,1,1,0,0,0,49.5042,1,1,24
712,0,1,1,0,0,26.55,1,3,
713,1,1,1,1,0,52,1,3,48
714,0,3,1,0,0,9.4833,0,3,29
715,0,2,1,0,0,13,0,3,52
716,0,3,1,0,0,7.65,1,3,19
717,1,1,0,0,0,227.525,1,1,38
718,1,2,0,0,0,10.5,1,3,27
719,0,3,1,0,0,15.5,0,2,
720,0,3,1,0,0,7.775,0,3,33
721,1,2,0,0,1,33,0,3,6
722,0,3,1,1,0,7.0542,0,3,17
723,0,2,1,0,0,13,0,3,34
724,0,2,1,0,0,13,0,3,50
725,1,1,1,1,0,53.1,1,3,27
726,0,3,1,0,0,8.6625,0,3,20
727,1,2,0,3,0,21,0,3,30
728,1,3,0,0,0,7.7375,0,2,
729,0,2,1,1,0,26,0,3,25
730,0,3,0,1,0,7.925,0,3,25
731,1,1,0,0,0,211.3375,1,3,29
732,0,3,1,0,0,18.7875,0,1,11
733,0,2,1,0,0,0,0,3,
734,0,2,1,0,0,13,0,3,23
735,0,2,1,0,0,13,0,3,23
736,0,3,1,0,0,16.1,0,3,28.5
737,0,3,0,1,3,34.375,0,3,48
738,1,1,1,0,0,512.3292,1,1,35
739,0,3,1,0,0,7.8958,0,3,
740,0,3,1,0,0,7.8958,0,3,
741,1,1,1,0,0,30,1,3,
742,0,1,1,1,0,78.85,1,3,36
743,1,1,0,2,2,262.375,1,1,21
744,0,3,1,1,0,16.1,0,3,24
745,1,3,1,0,0,7.925,0,3,31
746,0,1,1,1,1,71,1,3,70
747,0,3,1,1,1,20.25,0,3,16
748,1,2,0,0,0,13,0,3,30
749,0,1,1,1,0,53.1,1,3,19
750,0,3,1,0,0,7.75,0,2,31
751,1,2,0,1,1,23,0,3,4
752,1,3,1,0,1,12.475,1,3,6
753,0,3,1,0,0,9.5,0,3,33
754,0,3,1,0,0,7.8958,0,3,23
755,1,2,0,1,2,65,0,3,48
756,1,2,1,1,1,14.5,0,3,0.67
757,0,3,1,0,0,7.7958,0,3,28
758,0,2,1,0,0,11.5,0,3,18
759,0,3,1,0,0,8.05,0,3,34
760,1,1,0,0,0,86.5,1,3,33
761,0,3,1,0,0,14.5,0,3,
762,0,3,1,0,0,7.125,0,3,41
763,1,3,1,0,0,7.2292,0,1,20
764,1,1,0,1,2,120,1,3,36
765,0,3,1,0,0,7.775,0,3,16
766,1,1,0,1,0,77.9583,1,3,51
767,0,1,1,0,0,39.6,0,1,
768,0,3,0,0,0,7.75,0,2,30.5
769,0,3,1,1,0,24.15,0,2,
770,0,3,1,0,0,8.3625,0,3,32
771,0,3,1,0,0,9.5,0,3,24
772,0,3,1,0,0,7.8542,0,3,48
773,0,2,0,0,0,10.5,1,3,57
774,0,3,1,0,0,7.225,0,1,
775,1,2,0,1,3,23,0,3,54
776,0,3,1,0,0,7.75,0,3,18
777,0,3,1,0,0,7.75,1,2,
778,1,3,0,0,0,12.475,0,3,5
779,0,3,1,0,0,7.7375,0,2,
780,1,1,0,0,1,211.3375,1,3,43
781,1,3,0,0,0,7.2292,0,1,13
782,1,1,0,1,0,57,1,3,17
783,0,1,1,0,0,30,1,3,29
784,0,3,1,1,2,23.45,0,3,
785,0,3,1,0,0,7.05,0,3,25
786,0,3,1,0,0,7.25,0,3,25
787,1,3,0,0,0,7.4958,0,3,18
788,0,3,1,4,1,29.125,0,2,8
789,1,3,1,1,2,20.575,0,3,1
790,0,1,1,0,0,79.2,1,1,46
791,0,3,1,0,0,7.75,0,2,
792,0,2,1,0,0,26,0,3,16
793,0,3,0,8,2,69.55,0,3,
794,0,1,1,0,0,30.6958,0,1,
795,0,3,1,0,0,7.8958,0,3,25
796,0,2,1,0,0,13,0,3,39
797,1,1,0,0,0,25.9292,1,3,49
798,1,3,0,0,0,8.6833,0,3,31
799,0,3,1,0,0,7.2292,0,1,30
800,0,3,0,1,1,24.15,0,3,30
801,0,2,1,0,0,13,0,3,34
802,1,2,0,1,1,26.25,0,3,31
803,1,1,1,1,2,120,1,3,11
804,1,3,1,0,1,8.5167,0,1,0.42
805,1,3,1,0,0,6.975,0,3,27
806,0,3,1,0,0,7.775,0,3,31
807,0,1,1,0,0,0,1,3,39
808,0,3,0,0,0,7.775,0,3,18
809,0,2,1,0,0,13,0,3,39
810,1,1,0,1,0,53.1,1,3,33
811,0,3,1,0,0,7.8875,0,3,26
812,0,3,1,0,0,24.15,0,3,39
813,0,2,1,0,0,10.5,0,3,35
814,0,3,0,4,2,31.275,0,3,6
815,0,3,1,0,0,8.05,0,3,30.5
816,0,1,1,0,0,0,1,3,
817,0,3,0,0,0,7.925,0,3,23
818,0,2,1,1,1,37.0042,0,1,31
819,0,3,1,0,0,6.45,0,3,43
820,0,3,1,3,2,27.9,0,3,10
821,1,1,0,1,1,93.5,1,3,52
822,1,3,1,0,0,8.6625,0,3,27
823,0,1,1,0,0,0,0,3,38
824,1,3,0,0,1,12.475,1,3,27
825,0,3,1,4,1,39.6875,0,3,2
826,0,3,1,0,0,6.95,0,2,
827,0,3,1,0,0,56.4958,0,3,
828,1,2,1,0,2,37.0042,0,1,1
829,1,3,1,0,0,7.75,0,2,
830,1,1,0,0,0,80,1,0,62
831,1,3,0,1,0,14.4542,0,1,15
832,1,2,1,1,1,18.75,0,3,0.83
833,0,3,1,0,0,7.2292,0,1,
834,0,3,1,0,0,7.8542,0,3,23
835,0,3,1,0,0,8.3,0,3,18
836,1,1,0,1,1,83.1583,1,1,39
837,0,3,1,0,0,8.6625,0,3,21
838,0,3,1,0,0,8.05,0,3,
839,1,3,1,0,0,56.4958,0,3,32
840,1,1,1,0,0,29.7,1,1,
841,0,3,1,0,0,7.925,0,3,20
842,0,2,1,0,0,10.5,0,3,16
843,1,1,0,0,0,31,0,1,30
844,0,3,1,0,0,6.4375,0,1,34.5
845,0,3,1,0,0,8.6625,0,3,17
846,0,3,1,0,0,7.55,0,3,42
847,0,3,1,8,2,69.55,0,3,
848,0,3,1,0,0,7.8958,0,1,35
849,0,2,1,0,1,33,0,3,28
850,1,1,0,1,0,89.1042,1,1,
851,0,3,1,4,2,31.275,0,3,4
852,0,3,1,0,0,7.775,0,3,74
853,0,3,0,1,1,15.2458,0,1,9
854,1,1,0,0,1,39.4,1,3,16
855,0,2,0,1,0,26,0,3,44
856,1,3,0,0,1,9.35,0,3,18
857,1,1,0,1,1,164.8667,0,3,45
858,1,1,1,0,0,26.55,1,3,51
859,1,3,0,0,3,19.2583,0,1,24
860,0,3,1,0,0,7.2292,0,1,
861,0,3,1,2,0,14.1083,0,3,41
862,0,2,1,1,0,11.5,0,3,21
863,1,1,0,0,0,25.9292,1,3,48
864,0,3,0,8,2,69.55,0,3,
865,0,2,1,0,0,13,0,3,24
866,1,2,0,0,0,13,0,3,42
867,1,2,0,1,0,13.8583,0,1,27
868,0,1,1,0,0,50.4958,1,3,31
869,0,3,1,0,0,9.5,0,3,
870,1,3,1,1,1,11.1333,0,3,4
871,0,3,1,0,0,7.8958,0,3,26
872,1,1,0,1,1,52.5542,1,3,47
873,0,1,1,0,0,5,1,3,33
874,0,3,1,0,0,9,0,3,47
875,1,2,0,1,0,24,0,1,28
876,1,3,0,0,0,7.225,0,1,15
877,0,3,1,0,0,9.8458,0,3,20
878,0,3,1,0,0,7.8958,0,3,19
879,0,3,1,0,0,7.8958,0,3,
880,1,1,0,0,1,83.1583,1,1,56
881,1,2,0,0,1,26,0,3,25
882,0,3,1,0,0,7.8958,0,3,33
883,0,3,0,0,0,10.5167,0,3,22
884,0,2,1,0,0,10.5,0,3,28
885,0,3,1,0,0,7.05,0,3,25
886,0,3,0,0,5,29.125,0,2,39
887,0,2,1,0,0,13,0,3,27
888,1,1,0,0,0,30,1,3,19
889,0,3,0,1,2,23.45,0,3,
890,1,1,1,0,0,30,1,1,26
891,0,3,1,0,0,7.75,0,2,32
